@relation custofazenda
@attribute 'Ref_Date'	 {'01','02','03','04'}
@attribute 'GEO'  {'Nova Scotia','Western Canada','Manitoba','Canada','Ontario','Quebec','Eastern Canada','Prince Edward Island','Newfoundland and Labrador','New Brunswick','Alberta','British Columbia','Saskatchewan'}
@attribute 'custo'  {'Other fertilizers','Depreciation on machinery and motor vehicles','Farm input total','Machine repairs','Machinery fuel','General business costs', 'Poultry','Grain feed','Cash wages in Crop production','Crop production','Fertilizer','Prepared feed','Animalrelated custom work','Machinery and motor vehicles','Depreciation on machinery','Commercial seed and plant','Depreciation on motor vehicles','Pesticides','Production insurance','Cash wages in animal production','Stabilization premiums','Croprelated custom work','Nitrogen fertilizers','Twine wire and containers','Commercial feed','Veterinary fees and drugs','Livestock purchases','Cattle','Buldings','Animal production','Hogs'}
@data
'03','Nova Scotia','Croprelated custom work'
'04','Nova Scotia','Croprelated custom work'
'01','Nova Scotia','Croprelated custom work'
'02','Nova Scotia','Croprelated custom work'
'03','Nova Scotia','Croprelated custom work'
'04','Nova Scotia','Croprelated custom work'
'01','Nova Scotia','Croprelated custom work'
'02','Nova Scotia','Croprelated custom work'
'03','Nova Scotia','Croprelated custom work'
'04','Nova Scotia','Croprelated custom work'
'01','Nova Scotia','Croprelated custom work'
'02','Nova Scotia','Croprelated custom work'
'03','Nova Scotia','Croprelated custom work'
'04','Nova Scotia','Croprelated custom work'
'01','Nova Scotia','Animal production'
'02','Nova Scotia','Animal production'
'03','Nova Scotia','Animal production'
'04','Nova Scotia','Animal production'
'01','Nova Scotia','Animal production'
'02','Nova Scotia','Animal production'
'03','Nova Scotia','Animal production'
'04','Nova Scotia','Animal production'
'01','Nova Scotia','Animal production'
'02','Nova Scotia','Animal production'
'03','Nova Scotia','Animal production'
'04','Nova Scotia','Animal production'
'01','Nova Scotia','Animal production'
'02','Nova Scotia','Animal production'
'03','Nova Scotia','Animal production'
'04','Nova Scotia','Animal production'
'01','Nova Scotia','Animal production'
'02','Nova Scotia','Animal production'
'03','Nova Scotia','Animal production'
'04','Nova Scotia','Animal production'
'01','Nova Scotia','Animal production'
'02','Nova Scotia','Animal production'
'03','Nova Scotia','Animal production'
'04','Nova Scotia','Animal production'
'03','Nova Scotia','Animalrelated custom work'
'04','Nova Scotia','Animalrelated custom work'
'01','Nova Scotia','Animalrelated custom work'
'02','Nova Scotia','Animalrelated custom work'
'03','Nova Scotia','Animalrelated custom work'
'04','Nova Scotia','Animalrelated custom work'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Farm input total'
'02','New Brunswick','Farm input total'
'03','New Brunswick','Farm input total'
'04','New Brunswick','Farm input total'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Buldings'
'02','New Brunswick','Buldings'
'03','New Brunswick','Buldings'
'04','New Brunswick','Buldings'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Machinery and motor vehicles'
'02','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Pesticides'
'02','New Brunswick','Pesticides'
'03','New Brunswick','Pesticides'
'04','New Brunswick','Pesticides'
'01','New Brunswick','Pesticides'
'02','New Brunswick','Pesticides'
'03','New Brunswick','Pesticides'
'04','New Brunswick','Pesticides'
'01','New Brunswick','Pesticides'
'02','New Brunswick','Pesticides'
'03','New Brunswick','Pesticides'
'04','New Brunswick','Pesticides'
'01','New Brunswick','Pesticides'
'02','New Brunswick','Pesticides'
'03','New Brunswick','Pesticides'
'04','New Brunswick','Pesticides'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Twine wire and containers'
'02','New Brunswick','Twine wire and containers'
'03','New Brunswick','Twine wire and containers'
'04','New Brunswick','Twine wire and containers'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Production insurance'
'02','New Brunswick','Production insurance'
'03','New Brunswick','Production insurance'
'04','New Brunswick','Production insurance'
'01','New Brunswick','Cash wages in Crop production'
'02','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Cash wages in Crop production'
'04','New Brunswick','Cash wages in Crop production'
'01','New Brunswick','Cash wages in Crop production'
'02','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Cash wages in Crop production'
'04','New Brunswick','Cash wages in Crop production'
'01','New Brunswick','Cash wages in Crop production'
'02','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Cash wages in Crop production'
'04','New Brunswick','Cash wages in Crop production'
'01','New Brunswick','Cash wages in Crop production'
'02','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Cash wages in Crop production'
'04','New Brunswick','Cash wages in Crop production'
'01','New Brunswick','Cash wages in Crop production'
'02','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Cash wages in Crop production'
'04','New Brunswick','Cash wages in Crop production'
'01','New Brunswick','Cash wages in Crop production'
'02','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Cash wages in Crop production'
'04','New Brunswick','Cash wages in Crop production'
'01','New Brunswick','Cash wages in Crop production'
'03','New Brunswick','Machinery and motor vehicles'
'04','New Brunswick','Machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery and motor vehicles'
'02','New Brunswick','Depreciation on machinery and motor vehicles'
'03','New Brunswick','Depreciation on machinery and motor vehicles'
'04','New Brunswick','Depreciation on machinery and motor vehicles'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on machinery'
'02','New Brunswick','Depreciation on machinery'
'03','New Brunswick','Depreciation on machinery'
'04','New Brunswick','Depreciation on machinery'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Depreciation on motor vehicles'
'02','New Brunswick','Depreciation on motor vehicles'
'03','New Brunswick','Depreciation on motor vehicles'
'04','New Brunswick','Depreciation on motor vehicles'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machinery fuel'
'02','New Brunswick','Machinery fuel'
'03','New Brunswick','Machinery fuel'
'04','New Brunswick','Machinery fuel'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','Machine repairs'
'02','New Brunswick','Machine repairs'
'03','New Brunswick','Machine repairs'
'04','New Brunswick','Machine repairs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','General business costs'
'02','New Brunswick','General business costs'
'03','New Brunswick','General business costs'
'04','New Brunswick','General business costs'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Crop production'
'02','New Brunswick','Crop production'
'03','New Brunswick','Crop production'
'04','New Brunswick','Crop production'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Commercial seed and plant'
'02','New Brunswick','Commercial seed and plant'
'03','New Brunswick','Commercial seed and plant'
'04','New Brunswick','Commercial seed and plant'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
'02','New Brunswick','Fertilizer'
'03','New Brunswick','Fertilizer'
'04','New Brunswick','Fertilizer'
'01','New Brunswick','Fertilizer'
